keyword;search_volume;keyword_difficulty;cpc_eur;competition;competition_level;low_top_of_page_bid;high_top_of_page_bid;search_intent;cluster;words_count;trend_quarterly_pct;trend_yearly_pct;traffic_value_eur_month;opportunity_score;variant_group;is_primary
buch heilpraktiker psychotherapie;210;;0.87;1;HIGH;0.36;2.65;informational;Heilpraktiker Psychotherapie;3;-35;21;182.7;1.11;buch heilpraktiker psychotherapie;1
heilpraktiker psychotherapie buch;210;;0.87;1;HIGH;0.36;2.65;informational;Heilpraktiker Psychotherapie;3;-35;21;182.7;1.11;buch heilpraktiker psychotherapie;0
böhmermann heilpraktiker;210;4;0.0;0;LOW;;;informational;Marken- & Praxisnamen;2;-50;;0.0;1.18;böhmermann heilpraktiker;1
celle heilpraktiker;210;2;0.0;0.08;LOW;;;informational;Lokale Suche;2;;-18;0.0;1.35;celle heilpraktiker;1
heilpraktiker celle;210;;0.0;0.08;LOW;;;informational;Lokale Suche;2;;-18;0.0;0.59;celle heilpraktiker;0
finest aesthetic naturheilpraxis für ästhetische medizin;210;;2.11;0.11;LOW;0.79;2;commercial;Marken- & Praxisnamen;6;-19;133;443.1;1.84;finest aesthetic naturheilpraxis für ästhetische medizin;1
frauenärzte mit naturheilkunde;210;;0.93;0.12;LOW;0.63;1.66;informational;Ärzte, Kliniken & Schulmedizin;3;;;195.3;1.14;frauenärzte mit naturheilkunde;1
gebührenverzeichnis für heilpraktiker gebüh;210;7;0.04;0.07;LOW;0.01;0.05;informational;Praxisbetrieb & Kosten;4;;180;8.4;1.04;gebührenverzeichnis für heilpraktiker gebüh;1
heilpraktiker akademie;210;18;1.87;0.96;HIGH;1.94;3.6;informational;Ausbildung & Prüfung;2;24;50;392.7;1.81;heilpraktiker akademie;1
heilpraktiker ausbildung als physiotherapeut;210;;2.06;0.68;HIGH;0.54;2.17;informational;Ausbildung & Prüfung;4;-19;-19;432.6;1.81;heilpraktiker ausbildung als physiotherapeut;1
heilpraktiker ausbildung für physiotherapeuten;210;;2.06;0.68;HIGH;0.54;2.17;informational;Ausbildung & Prüfung;4;-19;-19;432.6;1.81;heilpraktiker ausbildung für physiotherapeuten;1
heilpraktiker ausbildung in der nähe;210;49;2.92;0.73;HIGH;1.06;3.8;informational;Ausbildung & Prüfung;5;-35;-48;613.2;1.22;heilpraktiker ausbildung in der nähe;1
heilpraktiker ausbildung schnellkurs;210;15;3.24;0.87;HIGH;0.81;2.67;informational;Ausbildung & Prüfung;3;-21;-58;680.4;2.97;heilpraktiker ausbildung schnellkurs;1
heilpraktiker berlin jobs;210;;0.85;0.2;LOW;0.11;0.76;informational;Jobs & Gehalt;3;-19;-19;178.5;1.09;heilpraktiker berlin jobs;1
heilpraktiker jobs berlin;210;;0.85;0.2;LOW;0.11;0.76;informational;Jobs & Gehalt;3;-19;-19;178.5;1.09;heilpraktiker berlin jobs;0
jobs heilpraktiker berlin;210;;0.85;0.2;LOW;0.11;0.76;informational;Jobs & Gehalt;3;-19;-19;178.5;1.09;heilpraktiker berlin jobs;0
heilpraktiker bioresonanz in der nähe;210;;1.51;0.38;MEDIUM;0.56;1.21;navigational;Methoden & Therapien;5;-35;;317.1;1.49;heilpraktiker bioresonanz in der nähe;1
heilpraktiker böblingen;210;4;1.73;0.24;LOW;0.6;2.53;navigational;Lokale Suche;2;24;24;363.3;3.23;heilpraktiker böblingen;1
heilpraktiker detmold;210;;0.43;0.13;LOW;0.34;0.81;navigational;Lokale Suche;2;;-19;90.3;0.85;heilpraktiker detmold;1
heilpraktiker für physiotherapie ausbildung;210;;2.06;0.68;HIGH;0.54;2.17;informational;Ausbildung & Prüfung;4;-19;-19;432.6;1.81;heilpraktiker für physiotherapie ausbildung;1
heilpraktiker gebührenordnung 2025;210;6;0.02;0.02;LOW;;;informational;Praxisbetrieb & Kosten;3;;-97;4.2;1.07;heilpraktiker gebührenordnung 2025;1
heilpraktiker gifhorn;210;5;3.17;0.14;LOW;0.47;4.72;navigational;Lokale Suche;2;-18;-46;665.7;4.64;heilpraktiker gifhorn;1
heilpraktiker hameln;210;;0.52;0.02;LOW;;;navigational;Lokale Suche;2;-18;-33;109.2;0.9;heilpraktiker hameln;1
heilpraktiker hanau;210;;0.56;0.17;LOW;0.35;1.52;navigational;Lokale Suche;2;;-19;117.6;0.92;heilpraktiker hanau;1
heilpraktiker ibbenbüren;210;;0.34;0.07;LOW;;;navigational;Lokale Suche;2;-18;-46;71.4;0.79;heilpraktiker ibbenbüren;1
heilpraktiker job;210;;0.39;0.14;LOW;0.1;1.08;informational;Jobs & Gehalt;2;-33;-46;81.9;0.82;heilpraktiker job;1
heilpraktiker kaiserslautern;210;;0.5;0.07;LOW;;;navigational;Lokale Suche;2;-18;-46;105.0;0.89;heilpraktiker kaiserslautern;1
heilpraktiker konstanz;210;11;1.74;0.25;LOW;0.38;1.42;navigational;Lokale Suche;2;-19;-19;365.4;2.26;heilpraktiker konstanz;1
konstanz heilpraktiker;210;13;1.74;0.25;LOW;0.38;1.42;informational;Lokale Suche;2;-19;-19;365.4;2.08;heilpraktiker konstanz;0
heilpraktiker krankenkasse;210;;2.8;0.27;LOW;0.86;3.03;commercial;Versicherung & Kostenerstattung;2;-19;-35;588.0;2.25;heilpraktiker krankenkasse;1
krankenkasse heilpraktiker;210;;2.8;0.27;LOW;0.86;3.03;informational;Versicherung & Kostenerstattung;2;-19;-35;588.0;2.25;heilpraktiker krankenkasse;0
krankenkassen heilpraktiker;210;;2.8;0.27;LOW;0.86;3.03;informational;Versicherung & Kostenerstattung;2;-19;-35;588.0;2.25;heilpraktiker krankenkasse;0
krankenkasse mit heilpraktiker;210;;2.8;0.27;LOW;0.86;3.03;commercial;Versicherung & Kostenerstattung;3;-19;-35;588.0;2.25;heilpraktiker krankenkasse;0
heilpraktiker kulmbach;210;;4.15;0.17;LOW;1.88;7.68;navigational;Lokale Suche;2;-57;-77;871.5;3.05;heilpraktiker kulmbach;1
kulmbach heilpraktiker;210;;4.15;0.17;LOW;1.88;7.68;navigational;Lokale Suche;2;-57;-77;871.5;3.05;heilpraktiker kulmbach;0
heilpraktiker lehrbuch;210;;0.69;1;HIGH;0.29;2.03;informational;Ausbildung & Prüfung;2;-19;-19;144.9;1.0;heilpraktiker lehrbuch;1
lehrbuch fuer heilpraktiker;210;;0.69;1;HIGH;0.29;2.03;informational;Ausbildung & Prüfung;3;-19;-19;144.9;1.0;heilpraktiker lehrbuch;0
lehrbücher heilpraktiker;210;;0.69;1;HIGH;0.29;2.03;informational;Bücher & Medien;2;-19;-19;144.9;1.0;heilpraktiker lehrbuch;0
lehrbuch heilpraktiker;210;;0.69;1;HIGH;0.29;2.03;informational;Ausbildung & Prüfung;2;-19;-19;144.9;1.0;heilpraktiker lehrbuch;0
heilpraktiker lehrbücher;210;;0.69;1;HIGH;0.29;2.03;informational;Bücher & Medien;2;-19;-19;144.9;1.0;heilpraktiker lehrbuch;0
heilpraktiker lippstadt;210;;1.66;0.18;LOW;0.35;0.83;navigational;Lokale Suche;2;-18;-18;348.6;1.57;heilpraktiker lippstadt;1
heilpraktiker lüdenscheid;210;;0.39;0.19;LOW;0.35;0.37;navigational;Lokale Suche;2;-46;-33;81.9;0.82;heilpraktiker lüdenscheid;1
heilpraktiker moers;210;16;0.51;0.18;LOW;0.35;1.12;navigational;Lokale Suche;2;-33;-46;107.1;1.02;heilpraktiker moers;1
moers heilpraktiker;210;;0.51;0.18;LOW;0.35;1.12;informational;Lokale Suche;2;-33;-46;107.1;0.89;heilpraktiker moers;0
heilpraktiker neubrandenburg;210;;0.0;0.02;LOW;;;navigational;Lokale Suche;2;-18;-56;0.0;0.59;heilpraktiker neubrandenburg;1
heilpraktiker nordhorn;210;;0.42;0.06;LOW;;;navigational;Lokale Suche;2;;21;88.2;0.84;heilpraktiker nordhorn;1
heilpraktiker online;210;10;6.09;0.85;HIGH;1.5;5.19;informational;Beruf, Verbände & Sonstiges;2;-18;-18;1278.9;6.1;heilpraktiker online;1
online heilpraktiker;210;19;6.09;0.85;HIGH;1.5;5.19;informational;Beruf, Verbände & Sonstiges;2;-18;-18;1278.9;4.33;heilpraktiker online;0
heilpraktiker praxis markus rachl;210;;0.18;0.05;LOW;;;informational;Marken- & Praxisnamen;4;21;-35;37.8;0.7;heilpraktiker praxis markus rachl;1
heilpraktiker psychotherapie ausbildung online;210;11;6.29;0.85;HIGH;2.64;6.3;informational;Ausbildung & Prüfung;4;-33;-33;1320.9;6.0;heilpraktiker psychotherapie ausbildung online;1
heilpraktiker psychotherapie online-ausbildung;210;13;6.29;0.85;HIGH;2.64;6.3;informational;Ausbildung & Prüfung;3;-33;-33;1320.9;5.52;heilpraktiker psychotherapie ausbildung online;0
online-ausbildung heilpraktiker psychotherapie;210;13;6.29;0.85;HIGH;2.64;6.3;informational;Ausbildung & Prüfung;3;-33;-33;1320.9;5.52;heilpraktiker psychotherapie ausbildung online;0
online ausbildung heilpraktiker psychotherapie;210;;6.29;0.85;HIGH;2.64;6.3;commercial;Ausbildung & Prüfung;4;-33;-33;1320.9;4.31;heilpraktiker psychotherapie ausbildung online;0
heilpraktiker psychotherapie online ausbildung;210;11;6.29;0.85;HIGH;2.64;6.3;informational;Ausbildung & Prüfung;4;-33;-33;1320.9;6.0;heilpraktiker psychotherapie ausbildung online;0
heilpraktiker psychotherapie prüfungsvorbereitung;210;;2.38;0.24;LOW;1.53;3.34;informational;Ausbildung & Prüfung;3;809;614;499.8;2.0;heilpraktiker psychotherapie prüfungsvorbereitung;1
prüfungsvorbereitung heilpraktiker psychotherapie;210;;2.38;0.24;LOW;1.53;3.34;informational;Ausbildung & Prüfung;3;809;614;499.8;2.0;heilpraktiker psychotherapie prüfungsvorbereitung;0
heilpraktiker rechnung;210;6;2.74;0.29;LOW;0.98;5.12;informational;Praxisbetrieb & Kosten;2;-33;-33;575.4;3.93;heilpraktiker rechnung;1
heilpraktiker rechnungen;210;6;2.74;0.29;LOW;0.98;5.12;informational;Praxisbetrieb & Kosten;2;-33;-33;575.4;3.93;heilpraktiker rechnung;0
rechnung heilpraktiker;210;6;2.74;0.29;LOW;0.98;5.12;informational;Praxisbetrieb & Kosten;2;-33;-33;575.4;3.93;heilpraktiker rechnung;0
heilpraktiker schorndorf;210;;0.81;0.28;LOW;0.47;0.86;navigational;Lokale Suche;2;-35;;170.1;1.07;heilpraktiker schorndorf;1
schorndorf heilpraktiker;210;1;0.81;0.28;LOW;0.47;0.86;navigational;Lokale Suche;2;-35;;170.1;2.64;heilpraktiker schorndorf;0
heilpraktiker schwabach;210;2;2.62;0.18;LOW;0.37;2.82;navigational;Lokale Suche;2;;-19;550.2;4.9;heilpraktiker schwabach;1
schwabach heilpraktiker;210;;2.62;0.18;LOW;0.37;2.82;navigational;Lokale Suche;2;;-19;550.2;2.14;heilpraktiker schwabach;0
heilpraktiker schwerin;210;10;0.43;0.07;LOW;0.35;1.08;navigational;Lokale Suche;2;24;;90.3;1.23;heilpraktiker schwerin;1
heilpraktiker schwäbisch gmünd;210;;0.6;0.15;LOW;0.35;0.59;navigational;Lokale Suche;3;-33;-33;126.0;0.95;heilpraktiker schwäbisch gmünd;1
heilpraktiker soest;210;;0.42;0.17;LOW;0.24;1.8;navigational;Lokale Suche;2;-19;-19;88.2;0.84;heilpraktiker soest;1
heilpraktiker software;210;16;9.37;0.55;MEDIUM;3.49;11.91;commercial;Praxisbetrieb & Kosten;2;-34;;1967.7;7.01;heilpraktiker software;1
software heilpraktiker;210;35;9.37;0.55;MEDIUM;3.49;11.91;commercial;Praxisbetrieb & Kosten;2;-34;;1967.7;4.18;heilpraktiker software;0
heilpraktiker steuerlich absetzbar;210;8;0.0;0.06;LOW;0.01;0.41;informational;Praxisbetrieb & Kosten;3;-19;-19;0.0;0.95;heilpraktiker steuerlich absetzbar;1
heilpraktiker steuerlich absetzen;210;10;0.0;0.06;LOW;0.01;0.41;informational;Praxisbetrieb & Kosten;3;-19;-19;0.0;0.86;heilpraktiker steuerlich absetzen;1
heilpraktiker traunstein;210;;0.85;0.2;LOW;0.36;1.36;navigational;Lokale Suche;2;-48;-48;178.5;1.09;heilpraktiker traunstein;1
heilpraktiker verband;210;89;1.15;0.11;LOW;0.56;3.21;informational;Beruf, Verbände & Sonstiges;2;-33;-33;241.5;0.4;heilpraktiker verband;1
verband heilpraktiker;210;95;1.15;0.11;LOW;0.56;3.21;informational;Beruf, Verbände & Sonstiges;2;-33;-33;241.5;0.38;heilpraktiker verband;0
verband der heilpraktiker;210;89;1.15;0.11;LOW;0.56;3.21;informational;Beruf, Verbände & Sonstiges;3;-33;-33;241.5;0.4;heilpraktiker verband;0
heilpraktiker weiden;210;;0.51;0.11;LOW;;;navigational;Lokale Suche;2;-33;-46;107.1;0.89;heilpraktiker weiden;1
heilpraktiker wetzlar;210;;0.53;0.07;LOW;0.34;0.37;navigational;Marken- & Praxisnamen;2;-48;-66;111.3;0.91;heilpraktiker wetzlar;1
wetzlar heilpraktiker;210;;0.53;0.07;LOW;0.34;0.37;informational;Marken- & Praxisnamen;2;-48;-66;111.3;0.91;heilpraktiker wetzlar;0
heilpraktiker witten;210;;0.67;0.26;LOW;0.52;0.65;navigational;Lokale Suche;2;;-19;140.7;0.99;heilpraktiker witten;1
witten heilpraktiker;210;;0.67;0.26;LOW;0.52;0.65;informational;Lokale Suche;2;;-19;140.7;0.99;heilpraktiker witten;0
heilpraktiker wittlich;210;;0.78;0.14;LOW;0.38;0.65;navigational;Lokale Suche;2;-19;-35;163.8;1.05;heilpraktiker wittlich;1
heilpraktiker wolfenbüttel;210;;0.95;0.14;LOW;0.35;0.8;navigational;Lokale Suche;2;;-35;199.5;1.15;heilpraktiker wolfenbüttel;1
job heilpraktiker berlin;210;;0.85;0.2;LOW;0.11;0.76;informational;Jobs & Gehalt;3;-19;-19;178.5;1.09;job heilpraktiker berlin;1
kinderarzt naturheilkunde in der nähe;210;;1.22;0.15;LOW;0.45;0.95;navigational;Ärzte, Kliniken & Schulmedizin;5;-57;-57;256.2;1.31;kinderarzt naturheilkunde in der nähe;1
klinik für naturheilkunde;210;27;1.33;0.25;LOW;0.58;1.67;navigational;Ärzte, Kliniken & Schulmedizin;3;-19;-19;279.3;1.13;klinik für naturheilkunde;1
kliniken für naturheilkunde;210;6;1.33;0.25;LOW;0.58;1.67;navigational;Ärzte, Kliniken & Schulmedizin;3;-19;-19;279.3;2.45;klinik für naturheilkunde;0
klinik naturheilkunde;210;28;1.33;0.25;LOW;0.58;1.67;navigational;Ärzte, Kliniken & Schulmedizin;2;-19;-19;279.3;1.1;klinik naturheilkunde;1
naturheilkunde klinik;210;17;1.33;0.25;LOW;0.58;1.67;informational;Ärzte, Kliniken & Schulmedizin;2;-19;-19;279.3;1.52;klinik naturheilkunde;0
lehrbuch für heilpraktiker;210;;0.69;1;HIGH;0.29;2.03;informational;Ausbildung & Prüfung;3;-19;-19;144.9;1.0;lehrbuch für heilpraktiker;1
naturheilpraxis andreas huber;210;;0.0;0.06;LOW;;;navigational;Marken- & Praxisnamen;3;;;0.0;0.59;naturheilpraxis andreas huber;1
naturheilpraxis david gründel;210;;0.33;0.06;LOW;;;informational;Marken- & Praxisnamen;3;24;;69.3;0.79;naturheilpraxis david gründel;1
naturheilpraxis dr med michael nicklas;210;;0.13;0.02;LOW;;;navigational;Marken- & Praxisnamen;5;-35;;27.3;0.67;naturheilpraxis dr med michael nicklas;1
naturheilpraxis florian grill;210;;0.0;0.07;LOW;;;navigational;Marken- & Praxisnamen;3;-66;-58;0.0;0.59;naturheilpraxis florian grill;1
naturheilpraxis ingelheim;210;;0.0;0.02;LOW;;;navigational;Lokale Suche;2;24;24;0.0;0.59;naturheilpraxis ingelheim;1
naturheilpraxis körperarchitektur heilpraktiker carsten hubig;210;;0.0;0.02;LOW;;;commercial;Marken- & Praxisnamen;5;;50;0.0;0.59;naturheilpraxis körperarchitektur heilpraktiker carsten hubig;1
naturheilpraxis robin arms;210;;0.0;0.02;LOW;;;informational;Marken- & Praxisnamen;3;;;0.0;0.59;naturheilpraxis robin arms;1
neurasan naturheilpraxis markus gross;210;;2.1;0.03;LOW;;;navigational;Marken- & Praxisnamen;4;24;53;441.0;1.83;neurasan naturheilpraxis markus gross;1
praxis für naturheilkunde andreas olivari;210;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;5;53;24;0.0;0.59;praxis für naturheilkunde andreas olivari;1
praxis für naturheilkunde und chiropraktik heilpraktiker thomas maaß;210;;0.0;0.05;LOW;;;informational;Methoden & Therapien;8;-19;;0.0;0.59;praxis für naturheilkunde und chiropraktik heilpraktiker thomas maaß;1
psychotherapie heilpraktiker leipzig;210;14;1.6;0.43;MEDIUM;0.64;1.77;informational;Heilpraktiker Psychotherapie;3;-35;;336.0;1.89;psychotherapie heilpraktiker leipzig;1
sektorale heilpraktiker podologie;210;;2.36;0.17;LOW;0.48;2.42;navigational;Sektoraler Heilpraktiker;3;-19;-19;495.6;1.99;sektorale heilpraktiker podologie;1
software für heilpraktiker;210;;9.37;0.55;MEDIUM;3.49;11.91;commercial;Praxisbetrieb & Kosten;3;-34;;1967.7;6.14;software für heilpraktiker;1
verband für heilpraktiker;210;89;1.15;0.11;LOW;0.56;3.21;informational;Beruf, Verbände & Sonstiges;3;-33;-33;241.5;0.4;verband für heilpraktiker;1
was verdienen heilpraktiker;210;;0.0;0.03;LOW;0.02;0.1;informational;Jobs & Gehalt;3;-18;-33;0.0;0.59;was verdienen heilpraktiker;1
was verdient heilpraktiker;210;;0.0;0.03;LOW;0.02;0.1;informational;Jobs & Gehalt;3;-18;-33;0.0;0.59;was verdient heilpraktiker;1
was verdient ein heilpraktiker;210;;0.0;0.03;LOW;0.02;0.1;informational;Jobs & Gehalt;4;-18;-33;0.0;0.59;was verdient heilpraktiker;0
wie lange dauert heilpraktiker ausbildung;210;15;1.64;0.64;MEDIUM;0.59;1.76;informational;Ausbildung & Prüfung;5;;;344.4;1.85;wie lange dauert heilpraktiker ausbildung;1
wie lange dauert eine heilpraktiker ausbildung;210;17;1.64;0.64;MEDIUM;0.59;1.76;informational;Ausbildung & Prüfung;6;;;344.4;1.72;wie lange dauert heilpraktiker ausbildung;0
zeitfenster in pankow zentrum für yoga pilates und naturheilkunde;210;;0.0;0.06;LOW;;;commercial;Marken- & Praxisnamen;9;;-19;0.0;0.59;zeitfenster in pankow zentrum für yoga pilates und naturheilkunde;1
zusatzversicherung heilpraktiker psychotherapie;210;14;4.14;0.75;HIGH;1.18;3.44;commercial;Versicherung & Kostenerstattung;3;-48;-35;869.4;3.74;zusatzversicherung heilpraktiker psychotherapie;1
akupunktur kosten heilpraktiker;170;14;1.06;0.06;LOW;0.33;0.9;commercial;Praxisbetrieb & Kosten;3;-21;-35;180.2;1.34;akupunktur kosten heilpraktiker;1
heilpraktiker akupunktur kosten;170;9;1.06;0.06;LOW;0.33;0.9;commercial;Praxisbetrieb & Kosten;3;-21;-35;180.2;1.65;akupunktur kosten heilpraktiker;0
kosten akupunktur heilpraktiker;170;8;1.06;0.06;LOW;0.33;0.9;commercial;Praxisbetrieb & Kosten;3;-21;-35;180.2;1.74;akupunktur kosten heilpraktiker;0
ausbildung heilpraktiker für psychotherapie berlin;170;18;3.67;0.83;HIGH;1.99;3.6;informational;Ausbildung & Prüfung;5;-21;-48;623.9;2.62;ausbildung heilpraktiker für psychotherapie berlin;1
heilpraktiker für psychotherapie berlin ausbildung;170;29;3.67;0.83;HIGH;1.99;3.6;informational;Ausbildung & Prüfung;5;-21;-48;623.9;1.92;ausbildung heilpraktiker für psychotherapie berlin;0
heilpraktiker für psychotherapie ausbildung berlin;170;6;3.67;0.83;HIGH;1.99;3.6;informational;Ausbildung & Prüfung;5;-21;-48;623.9;4.37;ausbildung heilpraktiker für psychotherapie berlin;0
ausbildung heilpraktiker für psychotherapie münchen;170;36;3.17;0.85;HIGH;1.3;3.85;informational;Ausbildung & Prüfung;5;-21;-35;538.9;1.46;ausbildung heilpraktiker für psychotherapie münchen;1
ausbildung zum heilpraktiker für psychotherapie münchen;170;47;3.17;0.85;HIGH;1.3;3.85;informational;Ausbildung & Prüfung;6;-21;-35;538.9;1.19;ausbildung heilpraktiker für psychotherapie münchen;0
heilpraktiker für psychotherapie ausbildung münchen;170;45;3.17;0.85;HIGH;1.3;3.85;informational;Ausbildung & Prüfung;5;-21;-35;538.9;1.23;ausbildung heilpraktiker für psychotherapie münchen;0
heilpraktiker für psychotherapie münchen ausbildung;170;44;3.17;0.85;HIGH;1.3;3.85;informational;Ausbildung & Prüfung;5;-21;-35;538.9;1.26;ausbildung heilpraktiker für psychotherapie münchen;0
ausbildung heilpraktiker köln;170;3;4.33;0.83;HIGH;1.8;3.99;informational;Ausbildung & Prüfung;3;-18;-33;736.1;5.99;ausbildung heilpraktiker köln;1
heilpraktiker ausbildung köln;170;3;4.33;0.83;HIGH;1.8;3.99;informational;Ausbildung & Prüfung;3;-18;-33;736.1;5.99;ausbildung heilpraktiker köln;0
heilpraktiker-ausbildung köln;170;6;4.33;0.83;HIGH;1.8;3.99;informational;Ausbildung & Prüfung;2;-18;-33;736.1;4.99;ausbildung heilpraktiker köln;0
heilpraktiker köln ausbildung;170;5;4.33;0.83;HIGH;1.8;3.99;informational;Ausbildung & Prüfung;3;-18;-33;736.1;5.28;ausbildung heilpraktiker köln;0
ausbildung heilpraktiker psychotherapie berlin;170;18;3.67;0.83;HIGH;1.99;3.6;informational;Ausbildung & Prüfung;4;-21;-48;623.9;2.62;ausbildung heilpraktiker psychotherapie berlin;1
heilpraktiker psychotherapie berlin ausbildung;170;13;3.67;0.83;HIGH;1.99;3.6;informational;Ausbildung & Prüfung;4;-21;-48;623.9;3.15;ausbildung heilpraktiker psychotherapie berlin;0
heilpraktiker psychotherapie ausbildung berlin;170;18;3.67;0.83;HIGH;1.99;3.6;informational;Ausbildung & Prüfung;4;-21;-48;623.9;2.62;ausbildung heilpraktiker psychotherapie berlin;0
heilpraktiker ausbildung psychotherapie berlin;170;25;3.67;0.83;HIGH;1.99;3.6;informational;Ausbildung & Prüfung;4;-21;-48;623.9;2.13;ausbildung heilpraktiker psychotherapie berlin;0
ausbildung heilpraktiker psychotherapie münchen;170;44;3.17;0.85;HIGH;1.3;3.85;informational;Ausbildung & Prüfung;4;-21;-35;538.9;1.26;ausbildung heilpraktiker psychotherapie münchen;1
heilpraktiker psychotherapie ausbildung münchen;170;44;3.17;0.85;HIGH;1.3;3.85;informational;Ausbildung & Prüfung;4;-21;-35;538.9;1.26;ausbildung heilpraktiker psychotherapie münchen;0
heilpraktiker psychotherapie münchen ausbildung;170;45;3.17;0.85;HIGH;1.3;3.85;informational;Ausbildung & Prüfung;4;-21;-35;538.9;1.23;ausbildung heilpraktiker psychotherapie münchen;0
ausbildung heilpraktiker stuttgart;170;;4.54;0.82;HIGH;1.17;4.22;informational;Ausbildung & Prüfung;3;;;771.8;2.92;ausbildung heilpraktiker stuttgart;1
heilpraktiker stuttgart ausbildung;170;16;4.54;0.82;HIGH;1.17;4.22;informational;Ausbildung & Prüfung;3;;;771.8;3.34;ausbildung heilpraktiker stuttgart;0
heilpraktiker ausbildung stuttgart;170;24;4.54;0.82;HIGH;1.17;4.22;informational;Ausbildung & Prüfung;3;;;771.8;2.59;ausbildung heilpraktiker stuttgart;0
bad kreuznach heilpraktiker;170;;0.41;0.12;LOW;;;navigational;Lokale Suche;3;-18;-18;69.7;0.74;bad kreuznach heilpraktiker;1
heilpraktiker bad kreuznach;170;;0.41;0.12;LOW;;;navigational;Lokale Suche;3;-18;-18;69.7;0.74;bad kreuznach heilpraktiker;0
barmer heilpraktiker;170;16;1.66;0.05;LOW;1.17;4.72;informational;Versicherung & Kostenerstattung;2;;-57;282.2;1.6;barmer heilpraktiker;1
heilpraktiker barmer;170;18;1.66;0.05;LOW;1.17;4.72;navigational;Versicherung & Kostenerstattung;2;;-57;282.2;1.49;barmer heilpraktiker;0
beruf heilpraktiker;170;51;2.59;0.45;MEDIUM;0.73;1.84;informational;Beruf, Verbände & Sonstiges;2;-21;-21;440.3;0.96;beruf heilpraktiker;1
heilpraktiker-beruf;170;39;2.59;0.45;MEDIUM;0.73;1.84;informational;Beruf, Verbände & Sonstiges;1;-21;-21;440.3;1.19;beruf heilpraktiker;0
heilpraktiker beruf;170;25;2.59;0.45;MEDIUM;0.73;1.84;informational;Beruf, Verbände & Sonstiges;2;-21;-21;440.3;1.64;beruf heilpraktiker;0
heilpraktiker berufe;170;6;2.59;0.45;MEDIUM;0.73;1.84;informational;Beruf, Verbände & Sonstiges;2;-21;-21;440.3;3.36;beruf heilpraktiker;0
bierbach naturheilpraxis heute;170;;0.72;1;HIGH;0.24;0.75;informational;Marken- & Praxisnamen;3;;89;122.4;0.91;bierbach naturheilpraxis heute;1
naturheilpraxis heute bierbach;170;;0.72;1;HIGH;0.24;0.75;navigational;Marken- & Praxisnamen;3;;89;122.4;0.91;bierbach naturheilpraxis heute;0
bioresonanzgerät heilpraktiker;170;15;2.59;0.48;MEDIUM;0.75;2.6;transactional;Methoden & Therapien;2;-36;-65;440.3;2.24;bioresonanzgerät heilpraktiker;1
bkk firmus heilpraktiker;170;;0.02;0.01;LOW;;;navigational;Marken- & Praxisnamen;3;-36;-47;3.4;0.54;bkk firmus heilpraktiker;1
bruchsal heilpraktiker;170;;0.61;0.18;LOW;0.41;2.68;informational;Lokale Suche;2;-35;-35;103.7;0.85;bruchsal heilpraktiker;1
heilpraktiker bruchsal;170;;0.61;0.18;LOW;0.41;2.68;informational;Lokale Suche;2;-35;-35;103.7;0.85;bruchsal heilpraktiker;0
bund deutscher heilpraktiker;170;43;0.0;0.01;LOW;;;informational;Marken- & Praxisnamen;3;-18;-18;0.0;0.31;bund deutscher heilpraktiker;1
dak heilpraktiker;170;;2.69;0.06;LOW;1.23;4.01;informational;Versicherung & Kostenerstattung;2;-36;-57;457.3;1.94;dak heilpraktiker;1
heilpraktiker dak;170;;2.69;0.06;LOW;1.23;4.01;informational;Versicherung & Kostenerstattung;2;-36;-57;457.3;1.94;dak heilpraktiker;0
darmreinigung beim heilpraktiker;170;5;0.73;0.46;MEDIUM;0.32;0.94;informational;Beschwerden & Indikationen;3;-47;-47;124.1;1.72;darmreinigung beim heilpraktiker;1
darmreinigung heilpraktiker;170;4;0.73;0.46;MEDIUM;0.32;0.94;informational;Beschwerden & Indikationen;2;-47;-47;124.1;1.82;darmreinigung heilpraktiker;1
heilpraktiker darmreinigung;170;4;0.73;0.46;MEDIUM;0.32;0.94;informational;Beschwerden & Indikationen;2;-47;-47;124.1;1.82;darmreinigung heilpraktiker;0
depression heilpraktiker;170;;0.9;0.46;MEDIUM;0.6;1.71;informational;Beschwerden & Indikationen;2;-18;-47;153.0;1.0;depression heilpraktiker;1
heilpraktiker depression;170;;0.9;0.46;MEDIUM;0.6;1.71;informational;Beschwerden & Indikationen;2;-18;-47;153.0;1.0;depression heilpraktiker;0
dimitri eckermann heilpraktiker chiropraktiker;170;;0.0;0.04;LOW;;;informational;Methoden & Therapien;4;24;91;0.0;0.53;dimitri eckermann heilpraktiker chiropraktiker;1
elvira bierbach naturheilpraxis heute;170;;0.72;1;HIGH;0.24;0.75;navigational;Marken- & Praxisnamen;4;;89;122.4;0.91;elvira bierbach naturheilpraxis heute;1
naturheilpraxis heute elvira bierbach;170;;0.72;1;HIGH;0.24;0.75;navigational;Marken- & Praxisnamen;4;;89;122.4;0.91;elvira bierbach naturheilpraxis heute;0
ernährung heilpraktiker;170;;1.03;0.32;LOW;0.6;2.85;informational;Marken- & Praxisnamen;2;-21;-58;175.1;1.07;ernährung heilpraktiker;1
